X,y
0.9312801191161986,0.9260601311930846
0.0870470682381712,-0.16240074952246186
-1.0577109289559004,0.2833874161827114
0.3142473325952739,0.2711039813106506
-0.4791742378452899,0.2120876902982556
0.6476885381006925,0.6012136571222206
-0.4634176928124622,-0.2164677075010475
0.5425600435859647,-0.13685451928896586
0.6116762888408679,0.37159136985309094
1.0035328978920242,0.23109136174746722
0.8219025043752238,0.5473347167039404
1.5380365664659692,1.1207920981933432
0.7384665799954104,0.6542747280925099
-0.2196718878375119,0.6119983481849833
-0.8084936028931876,-0.4237845062758602
0.0917607765355023,0.5884258212525618
-1.959670123879776,-0.39717168044374696
0.5132674331133561,0.36707171039369113
1.030999522495951,0.0768865473926987
-2.6197451040897444,-0.7482206512545932
0.4967141530112327,0.276383818064312
0.0970775493480403,0.2556366952105073
-0.4657297535702568,-0.1904625422237265
0.915402117702074,0.2037274021343175
1.5646436558140062,1.0189115136164681
1.465648768921554,0.7911256033284271
-0.600638689918805,0.5712596365667448
-0.0358260391099515,0.4015259594029953
-0.6017066122293969,-0.19098624658454028
-1.1962066240806708,-0.4684915020735644
0.3571125715117464,0.5486951457051706
0.3756980183456719,0.835885564123343
0.2610552721798893,0.1716564561467162
-0.5297602037670388,0.13657486276820682
-0.9080240755212108,-0.17424922936883397
0.1968612358691235,-0.08284314826160938
-0.2990073504658674,-0.07046622190229695
0.3616360250476341,0.1202407624386039
0.822544912103189,1.0677611824900983
-0.2916937497932768,0.6529377973550072
0.3613956055084139,0.6272261214628161
-0.6769220003059587,-0.026533446743756572
1.5230298564080254,0.638465977342188
-0.5182702182736474,0.15703401557615582
-0.2341533747233359,0.2764874800089585
-0.3921081531321576,0.5094102177542996
-0.3011036955892888,0.13256487729382582
-0.6451197546051243,-0.2863294069873894
0.3287511096596844,0.6872095539172398
0.2088635950047554,0.3311694237215092
-0.3276621465977682,0.4378367414310315
0.0051134566424608,0.5081260221657762
-0.2341369569491805,-0.46925920578148494
1.477894044741516,1.5927335435293557
-0.3850822804163165,1.0092291847808483
0.3436182895684614,0.7135735736055787
0.3312634314035639,0.5680622826428272
-0.1856589766638171,0.5008030777303332
-0.2345871333751469,0.23554679007175472
-1.9875689146008928,-0.36295359237852887
0.324083969394795,0.8148129846520482
-0.2257763004865356,0.204712275302939
-1.1063349740060282,0.020413409784867526
-0.7020530938773524,-0.0761838682342561
-1.4635149481321186,-0.2513053992838342
0.9686449905328892,0.7863289907781614
-1.7249178325130328,-0.4297272226911476
-1.913280244657798,-0.40661924433423946
-0.5622875292409727,0.11484243371811911
0.7674347291529088,0.9515433796510493
0.812525822394198,0.8458872765135211
-1.4123037013352917,-0.2635068099300262
-1.4785219903674274,-0.27085569777673624
-1.2208436499710222,0.22146742346364562
-0.8392175232226385,0.46959985260256565
1.5792128155073917,0.3951016008484778
0.9755451271223592,0.9471591124127348
0.2419622715660341,0.3714477038489126
0.296120277064576,0.04372036819765343
-0.5443827245251827,-0.139932928079596
-1.763040155362734,-0.04512551944945997
0.110922589709866,0.55858049159152
0.1713682811899705,0.012790360352499308
-1.3281860488984305,0.11676259685043072
1.0571222262189155,0.7495435654425938
-0.1156482823882405,0.4446674949445059
-0.4694743859349521,0.1331738822389431
-0.0134972247379339,0.10176657918716753
-1.0128311203344238,0.14740679717178
-0.1382643011711846,0.13514568740900001
-1.1509935774223028,-0.3175675369629948
1.356240028570823,1.0891082277289175
0.0675282046879238,0.5445569566752162
-0.5017570435845365,0.11886417403533922
-0.4606387709597875,0.022901197093571607
1.8522781845089376,0.811072512932507
-1.4247481862134568,-0.5097345722592943
-0.7198442083947086,-0.2254847200341989
-0.0720101215803338,0.49479514356954
-0.3092123758512146,-0.10509448400989957
